6.345,0.68406,338,0.0464,222516.0748
6.365,0.64215,284.52,0.0431,187309.5185
6.385,0.60062,232.98,0.0397,153376.3856
6.405,0.55937,180.93,0.0364,119109.7647
6.425,0.51806,130.07,0.033,85626.103
6.445,0.47633,78.142,0.0297,51443.0404
6.465,0.43428,26.289,0.0263,17306.6277
6.485,0.39238,-24.37,0.0229,-16043.6276
6.505,0.35057,-74.401,0.0195,-48980.21
6.525,0.30908,-123.03,0.0162,-80996.3793
6.545,0.26805,-170.49,0.0129,-112238.6232
6.565,0.22678,-219.22,0.0095,-144317.4332
6.585,0.18486,-269.05,0.0061,-177119.9256
6.605,0.14259,-318.7,0.0027,-209811.5534
6.625,0.10056,-366.86,-0.0007,-241513.3566
6.645,0.058727,-413.85,-0.004,-272448.4205
6.665,0.017057,-460.73,-0.0074,-303312.4506
6.674,-0.0015523,-481.07,-0.0089,-316701.7698
6.675,-0.0036109,-483.28,-0.0091,-318155.1099
6.695,-0.043198,-512.02,-0.0123,-337078.5415
6.715,-0.060756,-458.69,-0.0137,-301970.3627
6.735,-0.04339,-350.8,-0.0123,-230943.5457
6.755,-0.012112,-236.25,-0.0098,-155532.1664
6.775,0.028813,-118.93,-0.0065,-78295.8642
6.795,0.076349,-9.6501,-0.0026,-6352.9331
6.815,0.12337,82.908,0.0012,54580.5171
6.835,0.16761,159.75,0.0048,105165.8392
6.855,0.21054,230.27,0.0082,151594.2663
6.875,0.25288,296.17,0.0116,194978.0434
6.895,0.29458,358.1,0.015,235747.9036
6.915,0.33606,418.71,0.0183,275648.1171
6.935,0.37792,477.66,0.0217,314455.0323
6.955,0.4203,535.47,0.0251,352516.7406
6.975,0.46255,591.32,0.0286,389281.9881
6.995,0.50456,643.69,0.032,423756.4504
7.015,0.54621,695.15,0.0353,457637.161
7.035,0.58743,744.49,0.0386,490117.2519
7.055,0.62869,793.44,0.042,522346.2582
7.075,0.67043,843.51,0.0453,555306.4942
7.095,0.71242,891.73,0.0487,587049.6035
7.115,0.75438,938.75,0.0521,618004.2624
7.135,0.79633,985.66,0.0555,648884.8925
7.155,0.838,1029.9,0.0589,678024.292
7.175,0.87913,1073.4,0.0622,706636.7269
7.195,0.92033,1117.3,0.0655,735546.8869
7.215,0.96194,1161,0.0689,764306.7837
7.235,1.0038,1205.6,0.0722,793650.1503
7.255,1.0458,1248.7,0.0756,822077.0955
7.275,1.088,1291.9,0.079,850497.1862
7.295,1.1301,1333.7,0.0824,877990.1862
7.315,1.1714,1372.1,0.0858,903314.054
7.335,1.2122,1412,0.0891,929579.0792
7.343,1.2287,1428.1,0.0904,940190.196
7.344,1.2307,1430.2,0.0906,941526.2341
7.364,1.2711,1456.1,0.0938,958589.673
7.384,1.2897,1413.5,0.0953,930518.7464
7.404,1.2724,1322.9,0.0939,870928.3471
7.424,1.2399,1223,0.0913,805166.0657
7.444,1.1983,1122.2,0.088,738756.2394
7.464,1.1516,1027.3,0.0842,676286.1013
7.484,1.1058,945.2,0.0805,622248.8284
7.504,1.0622,872.95,0.077,574690.1631
7.524,1.0192,804.16,0.0735,529399.7526
7.544,0.9764,738.37,0.07,486090.6899
7.564,0.93413,676.09,0.0666,445089.7574
7.584,0.89264,616.63,0.0633,405946.7018
7.604,0.85128,559.25,0.0599,368168.6223
7.624,0.80963,501.15,0.0566,329921.3648
7.644,0.76771,443.31,0.0532,291841.1195
7.664,0.72549,387.01,0.0498,254781.8124
7.684,0.68326,331.35,0.0464,218138.3967
7.704,0.64134,277.68,0.043,182803.4222
7.724,0.59981,225.83,0.0396,148669.1684
